id_phos	Cell1_DMSO_1	Cell1_DMSO_2	Cell1_DMSO_3	Cell1_inhibitor1_1	Cell1_inhibitor1_2	Cell1_inhibitor1_3	Cell1_inhibitor2_1	Cell1_inhibitor2_2	Cell1_inhibitor2_3	Cell2_DMSO_1	Cell2_DMSO_2	Cell2_DMSO_3	Cell2_inhibitor1_1	Cell2_inhibitor1_2	Cell2_inhibitor1_3	Cell2_inhibitor2_1	Cell2_inhibitor2_2	Cell2_inhibitor2_3
1003_1	0	0	0	0	0	0	0	0	0	0.0894044421795872	0.16225449768929057	0.3636027423258028	0.250502509598995	-0.26747520869684926	-0.49517736982227767	-0.7127322744150817	-0.42524687730868393	-0.4611175063660298
1004_1	-0.3553989584950692	-0.006544963991984787	0.6608047188043731	0.210183269552779	0.5043235457996991	0.21513425989014223	0.19377046066366255	0.7769159430774906	0.17189846900524408	-2.663139477018129	-1.507541146981736	-2.408395263307707	0.6011354032562402	1.010682262486915	1.1624801571566739	0.8137666014161802	1.0817357729761916	0.5168921175590242
1004_2	0.5444099340181907	0.7285799571588782	1.7081897703861753	0.5407813515720292	0.840982335316176	0.3946322199997283	0.6703664554557474	0.772868256330689	0.25113626060637806	0	0	0	0	0	0	0	0	0
1006_1	0	0	0	0	0	0	0	0	0	-1.2867085236534592	-1.3245271130852663	0	1.68843174528239	0.4595897636310795	1.3724869510387894	-1.8559143214981493	-0.9717675285930092	-0.8572338522885623
1012_1	0	0	0	0	0	0	0	0	0	1.2491489649417833	1.7725184550000312	0.9132479868135039	0	0	0	0.17062314631709974	1.238416279290547	0
1012_2	0	0	0	0	0	0	0	0	0	-2.1317896608241735	-2.155647643135816	-1.8693418740933776	-1.9252665460347487	-0.9165157254571348	-1.9796270517593104	-2.1077191770979145	-1.4789164840490638	-1.7563136552904783
1013_1	0	0	0	0	0	0	0	0	0	0.36104571127309804	0.37382438905325355	0.3785459859921456	-1.4466339705909554	-1.4399549942443919	-0.8883605481675634	-0.2136509602409138	0.37885690285729545	-0.018871850282717872
1013_2	0	0	0	0	0	0	0	0	0	0.613527233953155	0.1280179224114084	0.2378338762939567	-0.6843802423117378	-0.8765802789825283	-1.1462513650177595	-0.30601430779186956	-0.2724925794176851	-0.14419378077865197
1014_1	0	0	0	0	0	0	0	0	0	0.31621405904750866	0.021651873943702604	0.2528141381562481	-0.6394200857339367	-0.7831120534505462	-0.6175116134469238	-0.2706309612281679	-0.09943125486700488	0.12018711307276853
1014_2	0	0	0	0	0	0	0	0	0	0.613527233953155	0.1280179224114084	0.2378338762939567	-0.6843802423117378	-0.8765802789825283	-1.1462513650177595	-0.30601430779186956	-0.2724925794176851	-0.14419378077865197
1015_1	0.2973800807458673	0.6194614362583373	1.4664603037799768	-0.6254422072890833	-0.4177650569188467	0.9035429419609713	-0.1356179024553743	-0.053492779637782206	0.5478372623876471	-1.5892608382051012	-1.2735557300168194	-1.5422944723667804	1.0257143560442294	1.2638440664643493	0.7338271110570478	0.14879338944809817	0.3409136877562169	-0.19060158217261147
1015_2	-0.46276329884658196	-0.041822968088986556	-1.7688613871182426	0.6712408055031034	1.1735093227912925	0.7814527920600085	0.8461946589491394	1.0686443006390114	0.7793267491220224	-2.1982195960054742	-1.9301202231542893	-1.626620982373172	-1.4844702820145521	-1.6450849067496076	-0.8994604665711385	-0.007572144196011266	0.03765576218011546	-0.2033161823722871
1016_1	-0.5909344887236081	-0.27486371763797024	-1.1510918025923065	0.4406028881764179	0.6747583817607703	0.6440855394953111	0.2717712833709971	0.48419836591692444	0.783369107208296	-0.25853037765359765	-0.49763479708877423	0.13346908189123852	-1.3204021805044128	-0.9224150503330097	-0.9851774004950382	0.028188978218487648	-0.1088603591848134	0.2833591064122629
1016_2	-0.7636189681705154	-0.368264225446012	-2.171710891595408	0.7033277901187347	1.1481093782441034	0.45337704403246804	0.9112351196272943	1.0134639920380693	0.40910557652835955	-1.9286130299716309	-1.8055669175831168	-1.6549719625290074	-0.48123555062748125	-0.7430047782747788	-0.11842798180199132	1.018172271445156	1.2054591846144511	1.2515030616747325
1016_3	0	0	0	0	0	0	0	0	0	-4.590071589320694	-3.857035646858093	0	0.24258543020430778	-1.3072753361744507	1.0207443232513622	1.6627997550335962	1.6804659113753964	1.374461335802506
